"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Montana","Phillips",2022,31,30,1,0,0,0,0,67,38,31,0,0,28,2,1
"Montana","Powder River",2022,31,31,0,0,0,0,0,39,38,33,0,0,30,1,0
"Montana","Ravalli",2022,31,22,9,0,0,0,0,76,65,38,0,0,0,31,0
"Montana","Richland",2022,31,31,0,0,0,0,0,41,39,35,0,0,30,1,0
"Montana","Sanders",2022,31,28,3,0,0,0,0,56,45,28,0,0,0,31,0
"Montana","Silver Bow",2022,31,17,14,0,0,0,0,94,91,45,0,0,0,23,8
"Montana","Yellowstone",2022,31,30,1,0,0,0,0,54,38,23,0,0,0,31,0
"Nebraska","Cass",2022,151,144,7,0,0,0,0,70,38,17,0,0,0,0,151
"Nebraska","Douglas",2022,91,87,4,0,0,0,0,58,46,34,1,0,73,13,4
"Nebraska","Gage",2022,119,118,1,0,0,0,0,76,33,15,0,0,0,119,0
"Nebraska","Hall",2022,147,141,6,0,0,0,0,55,44,19,0,0,0,147,0
"Nebraska","Knox",2022,59,59,0,0,0,0,0,41,37,31,0,0,59,0,0
"Nebraska","Lancaster",2022,25,24,1,0,0,0,0,59,30,20,0,0,0,25,0
"Nebraska","Sarpy",2022,90,86,4,0,0,0,0,56,48,25,0,0,0,90,0
"Nebraska","Scotts Bluff",2022,134,134,0,0,0,0,0,43,23,10,0,0,0,134,0
"Nebraska","Washington",2022,24,23,1,0,0,0,0,52,44,22,0,0,0,24,0
"Nevada","Clark",2022,60,17,41,2,0,0,0,136,86,60,1,2,8,39,10
"Nevada","Washoe",2022,91,69,22,0,0,0,0,69,57,45,1,3,59,28,0
"Nevada","White Pine",2022,85,81,4,0,0,0,0,58,46,42,0,0,85,0,0
"New Hampshire","Grafton",2022,58,58,0,0,0,0,0,42,37,34,0,0,58,0,0
"New Jersey","Mercer",2022,58,58,0,0,0,0,0,43,37,33,0,0,58,0,0
"New Mexico","Bernalillo",2022,91,41,46,2,1,0,1,331,76,51,1,8,0,38,44
"New Mexico","Dona Ana",2022,90,66,19,3,0,1,1,312,66,38,0,0,0,17,73
"New Mexico","Eddy",2022,90,87,3,0,0,0,0,97,48,43,0,0,90,0,0
"New Mexico","Lea",2022,88,81,7,0,0,0,0,78,48,21,0,0,0,88,0
"New Mexico","Luna",2022,90,77,9,3,0,0,1,775,60,16,0,0,0,0,90
"New Mexico","San Juan",2022,90,86,3,1,0,0,0,119,46,40,0,2,85,0,3
"New Mexico","Santa Fe",2022,88,88,0,0,0,0,0,50,17,7,0,0,0,88,0
"New Mexico","Taos",2022,88,81,7,0,0,0,0,71,45,17,0,0,0,88,0
"New York","Albany",2022,120,100,20,0,0,0,0,83,56,39,0,0,79,41,0
"New York","Bronx",2022,121,96,25,0,0,0,0,81,55,41,1,36,42,42,0
"New York","Chautauqua",2022,118,114,4,0,0,0,0,84,44,37,0,0,114,4,0
"New York","Dutchess",2022,106,102,4,0,0,0,0,87,47,38,0,0,106,0,0
"New York","Erie",2022,121,91,30,0,0,0,0,81,62,40,1,6,39,75,0
"New York","Essex",2022,120,115,5,0,0,0,0,74,46,41,0,0,119,1,0
"New York","Hamilton",2022,115,112,3,0,0,0,0,67,43,37,0,0,115,0,0
"New York","Jefferson",2022,116,115,1,0,0,0,0,64,43,35,0,0,116,0,0
"New York","Kings",2022,120,95,25,0,0,0,0,79,58,30,0,0,0,120,0
"New York","Monroe",2022,121,102,19,0,0,0,0,76,53,39,1,0,72,48,0
"New York","Nassau",2022,119,115,4,0,0,0,0,58,45,27,0,0,0,119,0
"New York","New York",2022,121,93,28,0,0,0,0,71,55,41,1,0,42,78,0
"New York","Niagara",2022,117,116,1,0,0,0,0,71,42,36,0,0,117,0,0
"New York","Oneida",2022,119,117,2,0,0,0,0,60,42,23,0,0,0,119,0
"New York","Onondaga",2022,120,115,5,0,0,0,0,58,47,37,0,0,86,34,0
"New York","Orange",2022,120,109,11,0,0,0,0,65,49,39,0,0,79,41,0
"New York","Oswego",2022,110,108,2,0,0,0,0,58,43,36,0,0,110,0,0
"New York","Putnam",2022,101,100,1,0,0,0,0,54,44,36,0,0,101,0,0
"New York","Queens",2022,121,88,33,0,0,0,0,81,65,41,1,8,42,70,0
"New York","Richmond",2022,120,111,9,0,0,0,0,66,49,36,0,0,53,67,0
"New York","Rockland",2022,120,116,4,0,0,0,0,61,44,36,0,0,83,37,0
"New York","Saratoga",2022,120,118,2,0,0,0,0,51,43,35,0,0,120,0,0
"New York","Steuben",2022,121,115,6,0,0,0,0,67,48,39,1,0,93,27,0
"New York","Suffolk",2022,121,115,6,0,0,0,0,57,48,40,1,0,89,31,0
"New York","Tompkins",2022,58,58,0,0,0,0,0,45,42,36,0,0,58,0,0
"New York","Wayne",2022,109,109,0,0,0,0,0,50,43,36,0,0,109,0,0
"New York","Westchester",2022,120,116,4,0,0,0,0,56,44,36,0,0,86,34,0
"North Carolina","Avery",2022,59,57,2,0,0,0,0,71,44,40,0,0,59,0,0
"North Carolina","Carteret",2022,56,55,1,0,0,0,0,54,41,35,0,0,56,0,0
"North Carolina","Forsyth",2022,59,45,13,1,0,0,0,137,55,38,0,4,0,55,0
"North Carolina","Macon",2022,58,56,2,0,0,0,0,61,41,34,0,0,58,0,0
"North Carolina","Mecklenburg",2022,121,95,26,0,0,0,0,80,57,44,1,2,68,50,0
"North Carolina","Montgomery",2022,58,56,2,0,0,0,0,61,42,35,0,0,58,0,0
"North Carolina","Northampton",2022,90,90,0,0,0,0,0,15,11,4,0,90,0,0,0
"North Carolina","Rowan",2022,90,89,1,0,0,0,0,74,40,31,0,31,59,0,0
"North Carolina","Wake",2022,91,90,1,0,0,0,0,64,39,31,1,44,46,0,0
"North Dakota","Billings",2022,90,90,0,0,0,0,0,44,40,34,0,0,83,7,0
"North Dakota","Burke",2022,90,89,1,0,0,0,0,58,43,36,0,0,82,8,0
"North Dakota","Burleigh",2022,101,98,3,0,0,0,0,54,36,30,1,4,60,35,1
"North Dakota","Cass",2022,90,87,3,0,0,0,0,55,41,34,0,5,66,19,0
"North Dakota","Dunn",2022,90,89,1,0,0,0,0,61,39,32,0,0,79,11,0
"North Dakota","McKenzie",2022,90,89,1,0,0,0,0,59,38,31,0,0,79,11,0
"North Dakota","Mercer",2022,90,89,1,0,0,0,0,51,38,32,0,0,82,8,0
"North Dakota","Oliver",2022,90,86,4,0,0,0,0,60,44,36,0,0,75,15,0
"North Dakota","Ward",2022,90,89,1,0,0,0,0,55,40,35,0,0,84,6,0
"Ohio","Allen",2022,90,74,16,0,0,0,0,93,57,36,0,0,28,62,0
"Ohio","Ashtabula",2022,26,25,1,0,0,0,0,77,46,41,0,0,26,0,0
"Ohio","Athens",2022,29,28,1,0,0,0,0,52,40,22,0,0,0,29,0
"Ohio","Belmont",2022,89,85,4,0,0,0,0,60,35,20,0,66,0,21,2
"Ohio","Butler",2022,90,50,40,0,0,0,0,98,66,44,0,0,29,57,4
"Ohio","Clark",2022,119,88,31,0,0,0,0,82,58,40,0,0,46,73,0
"Ohio","Clermont",2022,90,68,22,0,0,0,0,68,54,43,0,0,23,67,0
"Ohio","Clinton",2022,31,29,2,0,0,0,0,64,48,38,0,0,31,0,0
"Ohio","Columbiana",2022,15,15,0,0,0,0,0,23,20,14,0,0,0,0,15
"Ohio","Cuyahoga",2022,91,51,40,0,0,0,0,95,74,48,1,3,19,65,3
"Ohio","Delaware",2022,31,30,1,0,0,0,0,58,46,37,0,0,31,0,0
"Ohio","Fayette",2022,59,59,0,0,0,0,0,44,40,32,0,0,59,0,0
"Ohio","Franklin",2022,91,62,29,0,0,0,0,92,65,41,1,2,23,65,0
"Ohio","Geauga",2022,31,27,4,0,0,0,0,74,58,39,0,0,31,0,0
"Ohio","Greene",2022,61,59,2,0,0,0,0,67,46,38,0,0,61,0,0
"Ohio","Hamilton",2022,91,53,38,0,0,0,0,95,62,46,1,11,22,57,0
"Ohio","Harrison",2022,13,12,1,0,0,0,0,51,40,28,0,0,0,13,0
"Ohio","Jefferson",2022,90,50,40,0,0,0,0,93,71,47,0,0,14,76,0
"Ohio","Knox",2022,31,29,2,0,0,0,0,61,48,38,0,0,31,0,0
"Ohio","Lake",2022,90,85,5,0,0,0,0,66,45,31,0,0,28,61,1
"Ohio","Lawrence",2022,86,71,15,0,0,0,0,67,54,40,0,0,25,61,0
"Ohio","Licking",2022,31,29,2,0,0,0,0,58,48,38,0,0,31,0,0
"Ohio","Lorain",2022,29,28,1,0,0,0,0,51,44,35,0,0,29,0,0
"Ohio","Lucas",2022,87,77,10,0,0,0,0,83,54,35,0,0,26,61,0
"Ohio","Madison",2022,31,29,2,0,0,0,0,61,48,38,0,0,31,0,0
"Ohio","Mahoning",2022,74,56,17,1,0,0,0,102,60,41,0,0,16,58,0
"Ohio","Medina",2022,90,75,15,0,0,0,0,79,58,34,0,0,27,63,0
"Ohio","Miami",2022,61,58,3,0,0,0,0,67,46,38,0,0,61,0,0
"Ohio","Montgomery",2022,120,92,28,0,0,0,0,85,57,39,0,0,43,77,0
"Ohio","Noble",2022,59,59,0,0,0,0,0,47,42,34,0,0,59,0,0
"Ohio","Portage",2022,50,43,7,0,0,0,0,77,58,38,0,0,30,20,0
"Ohio","Preble",2022,121,101,20,0,0,0,0,86,55,38,1,0,67,53,0
"Ohio","Scioto",2022,90,86,4,0,0,0,0,56,34,13,0,0,0,28,62
"Ohio","Stark",2022,90,66,24,0,0,0,0,96,65,40,0,0,20,70,0
"Ohio","Summit",2022,90,73,17,0,0,0,0,84,57,35,0,0,22,68,0
"Ohio","Trumbull",2022,87,76,11,0,0,0,0,61,53,33,0,0,27,60,0
"Ohio","Warren",2022,90,77,13,0,0,0,0,74,52,37,0,0,26,64,0
"Ohio","Washington",2022,31,29,2,0,0,0,0,80,48,41,0,0,31,0,0
"Ohio","Wood",2022,31,30,1,0,0,0,0,58,44,36,0,0,31,0,0
"Oklahoma","Adair",2022,90,77,12,1,0,0,0,119,53,40,0,0,77,13,0
"Oklahoma","Canadian",2022,45,40,5,0,0,0,0,71,51,41,0,0,45,0,0
"Oklahoma","Carter",2022,90,84,6,0,0,0,0,77,42,24,0,0,0,90,0
"Oklahoma","Cleveland",2022,90,77,13,0,0,0,0,77,59,34,0,0,30,60,0
"Oklahoma","Comanche",2022,90,81,9,0,0,0,0,99,55,29,0,0,28,62,0
"Oklahoma","Creek",2022,31,23,8,0,0,0,0,100,64,44,0,0,31,0,0
"Oklahoma","Dewey",2022,90,84,5,1,0,0,0,101,50,26,0,0,28,62,0
"Oklahoma","Kay",2022,90,83,7,0,0,0,0,67,49,29,0,0,0,90,0
"Oklahoma","Kiowa",2022,15,12,3,0,0,0,0,77,58,46,0,0,15,0,0
"Oklahoma","Love",2022,32,23,8,1,0,0,0,136,84,44,0,0,32,0,0
"Oklahoma","Mayes",2022,31,25,5,1,0,0,0,112,67,39,0,0,31,0,0
"Oklahoma","McClain",2022,36,27,9,0,0,0,0,93,71,44,0,0,36,0,0
"Oklahoma","Nowata",2022,78,41,35,2,0,0,0,139,72,48,0,0,15,63,0
"Oklahoma","Oklahoma",2022,91,69,20,2,0,0,0,108,64,43,1,16,20,50,4
"Oklahoma","Osage",2022,43,37,5,1,0,0,0,115,64,41,0,0,43,0,0
"Oklahoma","Pittsburg",2022,73,56,14,3,0,0,0,139,61,37,0,0,19,54,0
"Oklahoma","Sequoyah",2022,90,77,12,1,0,0,0,122,55,35,0,8,23,59,0
"Oklahoma","Tulsa",2022,91,68,21,2,0,0,0,147,64,40,1,1,44,44,1
"Oregon","Baker",2022,90,67,22,1,0,0,0,105,59,32,0,0,0,90,0
"Oregon","Benton",2022,90,79,11,0,0,0,0,64,52,22,0,0,0,90,0
"Oregon","Clackamas",2022,90,89,1,0,0,0,0,55,41,17,0,0,0,90,0
"Oregon","Deschutes",2022,90,85,5,0,0,0,0,61,34,17,0,0,0,90,0
"Oregon","Harney",2022,90,55,35,0,0,0,0,96,67,40,0,0,0,90,0
"Oregon","Jackson",2022,90,89,1,0,0,0,0,60,32,20,0,0,0,90,0
"Oregon","Josephine",2022,90,47,41,2,0,0,0,125,89,47,0,0,0,90,0
"Oregon","Lane",2022,90,50,40,0,0,0,0,93,67,43,0,0,0,90,0
"Oregon","Linn",2022,90,77,13,0,0,0,0,70,54,22,0,0,0,90,0
"Oregon","Umatilla",2022,88,80,8,0,0,0,0,92,48,23,0,0,0,88,0
"Oregon","Union",2022,90,90,0,0,0,0,0,42,32,19,0,0,0,90,0
"Oregon","Wallowa",2022,88,75,13,0,0,0,0,64,54,31,0,0,0,88,0
"Oregon","Washington",2022,90,86,4,0,0,0,0,60,46,20,0,0,0,90,0
"Pennsylvania","Adams",2022,59,59,0,0,0,0,0,45,39,33,0,0,59,0,0
"Pennsylvania","Allegheny",2022,91,53,37,1,0,0,0,129,81,47,1,0,32,58,0
"Pennsylvania","Centre",2022,58,58,0,0,0,0,0,44,39,35,0,0,58,0,0
"Pennsylvania","Elk",2022,59,59,0,0,0,0,0,44,40,35,0,0,59,0,0
"Pennsylvania","Mercer",2022,59,59,0,0,0,0,0,47,40,34,0,0,59,0,0
"Pennsylvania","Somerset",2022,58,58,0,0,0,0,0,44,40,33,0,0,58,0,0
"Puerto Rico","Bayamon",2022,85,85,0,0,0,0,0,9,7,2,85,0,0,0,0
"Puerto Rico","Caguas",2022,91,88,0,1,0,2,0,231,16,8,15,76,0,0,0
"Puerto Rico","Catano",2022,60,58,2,0,0,0,0,67,26,18,0,0,0,30,30
"Puerto Rico","Fajardo",2022,6,6,0,0,0,0,0,26,26,15,0,0,0,0,6
"Puerto Rico","Guayama",2022,13,13,0,0,0,0,0,42,17,10,0,0,0,0,13
"Puerto Rico","Guaynabo",2022,15,15,0,0,0,0,0,44,21,15,0,0,0,0,15
"Puerto Rico","Mayagnez",2022,90,90,0,0,0,0,0,49,38,29,0,0,50,40,0
"Puerto Rico","Ponce",2022,76,74,2,0,0,0,0,63,37,16,23,0,0,0,53
"Rhode Island","Kent",2022,89,88,1,0,0,0,0,61,43,19,0,0,28,61,0
"Rhode Island","Providence",2022,70,56,14,0,0,0,0,66,59,37,1,2,29,37,1
"Rhode Island","Washington",2022,90,89,1,0,0,0,0,51,44,24,0,0,31,59,0
"South Carolina","Aiken",2022,51,46,5,0,0,0,0,84,49,40,0,0,51,0,0
"South Carolina","Anderson",2022,29,28,1,0,0,0,0,74,45,42,0,0,29,0,0
"South Carolina","Berkeley",2022,29,27,2,0,0,0,0,71,50,43,0,0,29,0,0
"South Carolina","Charleston",2022,120,100,20,0,0,0,0,84,56,38,0,1,40,79,0
"South Carolina","Chesterfield",2022,87,76,11,0,0,0,0,81,53,31,0,0,24,63,0
"South Carolina","Darlington",2022,44,43,1,0,0,0,0,58,46,39,0,0,44,0,0
"South Carolina","Edgefield",2022,98,91,7,0,0,0,0,71,49,36,0,0,69,29,0
"South Carolina","Florence",2022,90,81,9,0,0,0,0,62,51,29,0,0,0,90,0
"South Carolina","Greenville",2022,118,86,32,0,0,0,0,88,60,42,0,0,37,81,0
"South Carolina","Horry",2022,41,40,1,0,0,0,0,54,48,43,0,0,41,0,0
"South Carolina","Lexington",2022,120,103,17,0,0,0,0,70,54,33,0,0,0,119,1
"South Carolina","Richland",2022,102,97,5,0,0,0,0,67,49,37,1,5,76,20,0
"South Carolina","Spartanburg",2022,118,100,18,0,0,0,0,74,55,37,0,0,33,85,0
"South Carolina","York",2022,35,32,3,0,0,0,0,71,49,41,0,0,35,0,0
"Tennessee","Blount",2022,89,81,8,0,0,0,0,97,49,40,3,0,86,0,0
"Tennessee","Claiborne",2022,59,58,1,0,0,0,0,58,41,31,0,0,59,0,0
"Tennessee","Davidson",2022,91,67,24,0,0,0,0,77,58,43,1,1,22,67,0
"Tennessee","DeKalb",2022,55,54,1,0,0,0,0,71,44,33,0,0,55,0,0
"Tennessee","Hamilton",2022,73,52,21,0,0,0,0,100,62,43,0,0,22,51,0
"Tennessee","Knox",2022,120,84,36,0,0,0,0,74,58,43,0,0,44,76,0
"Tennessee","Sevier",2022,89,80,9,0,0,0,0,93,51,43,0,0,89,0,0
"Texas","Atascosa",2022,89,82,7,0,0,0,0,66,45,28,0,0,0,89,0
"Texas","Bell",2022,31,29,2,0,0,0,0,63,46,36,0,0,24,7,0
"Texas","Bexar",2022,89,67,22,0,0,0,0,92,56,39,0,0,9,80,0
"Texas","Bowie",2022,31,26,5,0,0,0,0,88,56,35,0,0,0,31,0
"Texas","Brazoria",2022,31,31,0,0,0,0,0,46,43,33,0,0,31,0,0
"Texas","Brazos",2022,31,30,1,0,0,0,0,53,45,27,0,0,0,31,0
"Texas","Brewster",2022,89,88,1,0,0,0,0,51,48,41,0,0,86,3,0
"Texas","Cameron",2022,59,49,10,0,0,0,0,74,56,40,0,0,36,23,0
"Texas","Collin",2022,31,31,0,0,0,0,0,46,38,31,0,0,31,0,0
"Texas","Dallas",2022,32,31,1,0,0,0,0,51,44,34,1,14,17,0,0
"Texas","Denton",2022,31,30,1,0,0,0,0,51,44,34,0,0,29,2,0
"Texas","Ector",2022,31,30,1,0,0,0,0,55,36,26,0,0,0,31,0
"Texas","El Paso",2022,60,40,20,0,0,0,0,94,58,44,1,11,23,25,0
"Texas","Ellis",2022,31,31,0,0,0,0,0,50,44,34,0,5,18,8,0
"Texas","Galveston",2022,31,29,2,0,0,0,0,66,50,37,0,1,21,9,0
"Texas","Gregg",2022,31,31,0,0,0,0,0,48,42,33,0,0,31,0,0
"Texas","Harris",2022,91,47,44,0,0,0,0,93,74,50,1,5,23,56,6
"Texas","Harrison",2022,23,17,4,1,1,0,0,173,95,41,0,0,13,10,0
"Texas","Hidalgo",2022,59,49,10,0,0,0,0,73,60,40,0,0,23,36,0
"Texas","Hood",2022,31,31,0,0,0,0,0,45,42,34,0,0,31,0,0
"Texas","Hunt",2022,31,30,1,0,0,0,0,58,40,33,0,1,30,0,0
"Texas","Jefferson",2022,31,27,4,0,0,0,0,65,51,37,0,0,21,10,0
"Texas","Johnson",2022,30,29,1,0,0,0,0,54,44,35,0,0,30,0,0
"Texas","Karnes",2022,31,31,0,0,0,0,0,34,22,12,0,31,0,0,0
"Texas","Kaufman",2022,31,31,0,0,0,0,0,48,42,32,0,1,26,4,0
"Texas","Kleberg",2022,58,47,11,0,0,0,0,89,56,28,0,0,0,58,0
"Texas","Lubbock",2022,25,25,0,0,0,0,0,48,16,6,0,0,0,25,0
"Texas","Maverick",2022,57,56,1,0,0,0,0,51,36,21,0,0,0,57,0
"Texas","McLennan",2022,32,32,0,0,0,0,0,50,41,35,1,0,24,7,0
"Texas","Montgomery",2022,31,28,3,0,0,0,0,61,47,37,0,0,23,8,0
"Texas","Navarro",2022,31,30,1,0,0,0,0,61,45,33,0,1,25,5,0
"Texas","Nueces",2022,59,52,7,0,0,0,0,62,53,39,0,0,39,20,0
"Texas","Orange",2022,31,29,2,0,0,0,0,61,45,32,0,1,22,8,0
"Texas","Parker",2022,30,30,0,0,0,0,0,44,44,35,0,0,30,0,0
"Texas","Polk",2022,59,56,3,0,0,0,0,74,45,33,0,0,59,0,0
"Texas","Potter",2022,31,31,0,0,0,0,0,49,26,14,0,0,0,31,0
"Texas","Randall",2022,59,59,0,0,0,0,0,49,44,38,0,0,59,0,0
"Texas","Rockwall",2022,29,29,0,0,0,0,0,44,37,30,0,0,29,0,0
"Texas","Smith",2022,31,30,1,0,0,0,0,61,45,36,0,0,31,0,0
"Texas","Tarrant",2022,32,26,6,0,0,0,0,76,58,38,1,4,17,10,0
"Texas","Travis",2022,32,25,7,0,0,0,0,66,53,40,1,2,13,16,0
"Texas","Victoria",2022,50,50,0,0,0,0,0,50,45,33,0,0,50,0,0
"Texas","Webb",2022,59,54,5,0,0,0,0,59,48,33,0,0,0,59,0
"Texas","Wilson",2022,31,31,0,0,0,0,0,44,26,14,0,31,0,0,0
"Utah","Box Elder",2022,62,61,1,0,0,0,0,82,45,41,0,2,60,0,0
"Utah","Cache",2022,120,88,30,2,0,0,0,111,72,42,0,0,77,43,0
"Utah","Carbon",2022,120,114,6,0,0,0,0,74,48,42,0,0,116,4,0
"Utah","Davis",2022,120,98,22,0,0,0,0,97,61,41,0,19,69,32,0
"Utah","Duchesne",2022,120,99,19,1,1,0,0,177,61,43,0,0,109,8,3
"Utah","Garfield",2022,120,114,6,0,0,0,0,93,47,42,0,0,120,0,0
"Utah","Iron",2022,120,110,10,0,0,0,0,80,47,40,0,11,103,6,0
"Utah","Salt Lake",2022,121,79,37,5,0,0,0,122,80,44,1,18,55,43,4
"Utah","San Juan",2022,90,90,0,0,0,0,0,48,44,40,0,0,90,0,0
"Utah","Tooele",2022,120,102,16,2,0,0,0,108,61,39,0,0,93,27,0
"Utah","Uintah",2022,120,106,14,0,0,0,0,93,54,43,0,1,119,0,0
"Utah","Utah",2022,121,100,21,0,0,0,0,92,58,42,1,6,79,31,4
"Utah","Washington",2022,120,112,8,0,0,0,0,90,49,42,0,0,117,3,0
"Utah","Weber",2022,121,89,32,0,0,0,0,92,64,41,1,9,62,48,1
"Virginia","Albemarle",2022,86,76,10,0,0,0,0,59,52,38,0,0,25,61,0
"Virginia","Alexandria City",2022,9,9,0,0,0,0,0,11,11,6,0,0,0,0,9
"Virginia","Arlington",2022,91,87,4,0,0,0,0,55,43,34,1,22,57,11,0
"Virginia","Bristol City",2022,29,29,0,0,0,0,0,48,45,26,0,0,0,29,0
"Virginia","Caroline",2022,31,31,0,0,0,0,0,48,43,37,0,0,31,0,0
"Virginia","Carroll",2022,21,21,0,0,0,0,0,23,13,7,0,0,0,0,21
"Virginia","Charles",2022,90,90,0,0,0,0,0,47,41,21,0,42,30,18,0
"Virginia","Chesterfield",2022,51,51,0,0,0,0,0,49,44,36,0,0,31,20,0
"Virginia","Fairfax",2022,91,76,15,0,0,0,0,66,53,40,1,11,34,45,0
"Virginia","Fauquier",2022,31,29,2,0,0,0,0,54,45,38,0,0,31,0,0
"Virginia","Frederick",2022,90,62,28,0,0,0,0,88,60,40,0,0,20,70,0
"Virginia","Giles",2022,58,57,1,0,0,0,0,54,44,35,0,0,58,0,0
"Virginia","Hampton City",2022,91,86,5,0,0,0,0,63,44,33,1,0,27,63,0
"Virginia","Hanover",2022,31,30,1,0,0,0,0,51,48,39,0,0,31,0,0
"Virginia","Henrico",2022,97,89,8,0,0,0,0,60,48,39,1,1,47,42,6
"Virginia","Hopewell City",2022,16,16,0,0,0,0,0,23,12,8,0,0,0,0,16
"Virginia","Loudoun",2022,90,88,2,0,0,0,0,56,44,34,0,4,80,6,0
"Virginia","Lynchburg City",2022,30,30,0,0,0,0,0,43,40,20,0,0,0,30,0
"Virginia","Madison",2022,82,79,3,0,0,0,0,64,46,40,0,0,82,0,0
"Virginia","Norfolk City",2022,97,97,0,0,0,0,0,49,36,20,1,71,0,18,7
"Virginia","Pittsylvania",2022,90,90,0,0,0,0,0,14,8,3,0,90,0,0,0
"Virginia","Prince Edward",2022,55,54,1,0,0,0,0,51,42,34,0,0,55,0,0
"Virginia","Prince William",2022,75,74,1,0,0,0,0,54,44,36,0,0,75,0,0
"Virginia","Richmond City",2022,91,83,8,0,0,0,0,63,50,34,1,39,0,51,0
"Virginia","Roanoke",2022,91,80,11,0,0,0,0,67,55,37,1,2,25,63,0
"Virginia","Rockbridge",2022,31,30,1,0,0,0,0,71,45,41,0,0,31,0,0
"Virginia","Rockingham",2022,90,86,4,0,0,0,0,67,46,32,0,46,28,16,0
"Virginia","Salem City",2022,30,27,3,0,0,0,0,52,51,23,0,0,0,30,0
"Virginia","Stafford",2022,96,95,1,0,0,0,0,51,42,35,0,0,90,0,6
"Virginia","Suffolk City",2022,31,31,0,0,0,0,0,44,40,36,0,0,31,0,0
"Virginia","Virginia Beach City",2022,28,27,1,0,0,0,0,54,39,21,0,0,0,28,0
"Virginia","Wythe",2022,31,29,2,0,0,0,0,64,49,42,0,0,31,0,0
"Washington","Adams",2022,31,31,0,0,0,0,0,36,23,15,0,0,0,31,0
"Washington","Asotin",2022,29,22,7,0,0,0,0,77,56,34,0,0,0,29,0
"Washington","Benton",2022,31,27,4,0,0,0,0,58,52,33,0,0,0,30,1
"Washington","Chelan",2022,31,22,9,0,0,0,0,62,54,43,0,0,0,31,0
"Washington","Clallam",2022,31,26,5,0,0,0,0,67,54,41,0,0,14,17,0
"Washington","Clark",2022,31,22,9,0,0,0,0,74,63,36,0,0,0,31,0
"Washington","Columbia",2022,59,59,0,0,0,0,0,48,41,33,0,0,43,16,0
"Washington","Cowlitz",2022,31,30,1,0,0,0,0,54,35,23,0,0,0,31,0
"Washington","Franklin",2022,31,30,1,0,0,0,0,59,29,19,0,0,0,31,0
"Washington","Garfield",2022,10,10,0,0,0,0,0,41,41,20,0,0,0,10,0
"Washington","Grant",2022,31,27,4,0,0,0,0,63,51,29,0,0,0,31,0
"Washington","Grays Harbor",2022,31,31,0,0,0,0,0,36,28,18,0,0,0,31,0
"Washington","Jefferson",2022,31,30,1,0,0,0,0,53,40,22,0,0,0,31,0
"Washington","King",2022,32,18,14,0,0,0,0,75,66,45,1,2,4,25,0
"Washington","Kitsap",2022,31,28,3,0,0,0,0,55,49,28,0,0,0,31,0
"Washington","Kittitas",2022,31,11,19,0,1,0,0,151,89,58,0,0,0,31,0
"Washington","Lewis",2022,31,27,4,0,0,0,0,56,51,27,0,0,0,31,0
"Washington","Mason",2022,31,23,8,0,0,0,0,62,56,32,0,0,0,31,0
"Washington","Okanogan",2022,31,12,18,1,0,0,0,102,91,53,0,0,0,31,0
"Washington","Pend Oreille",2022,31,27,4,0,0,0,0,62,51,32,0,0,0,31,0
"Washington","Pierce",2022,31,19,11,1,0,0,0,107,79,45,0,0,14,17,0
"Washington","Skagit",2022,31,30,1,0,0,0,0,51,44,23,0,0,0,31,0
"Washington","Snohomish",2022,31,9,21,1,0,0,0,106,72,56,0,0,0,31,0
"Washington","Spokane",2022,31,22,9,0,0,0,0,66,61,38,0,0,0,30,1
"Washington","Stevens",2022,31,14,17,0,0,0,0,71,64,52,0,0,0,28,3
"Washington","Thurston",2022,31,30,1,0,0,0,0,55,43,20,0,0,0,31,0
"Washington","Walla Walla",2022,31,27,4,0,0,0,0,62,51,30,0,0,0,26,5
"Washington","Whatcom",2022,1,1,0,0,0,0,0,10,10,10,0,0,0,1,0
"Washington","Whitman",2022,31,31,0,0,0,0,0,43,30,20,0,0,0,31,0
"Washington","Yakima",2022,31,5,24,2,0,0,0,109,93,60,0,0,0,31,0
"West Virginia","Berkeley",2022,20,20,0,0,0,0,0,44,44,38,0,0,20,0,0
"West Virginia","Cabell",2022,31,29,2,0,0,0,0,67,45,39,0,0,31,0,0
"West Virginia","Gilmer",2022,40,40,0,0,0,0,0,48,40,32,0,0,40,0,0
"West Virginia","Greenbrier",2022,31,30,1,0,0,0,0,61,45,40,0,0,31,0,0
"West Virginia","Kanawha",2022,91,82,9,0,0,0,0,90,50,40,1,0,45,45,0
"West Virginia","Monongalia",2022,31,30,1,0,0,0,0,77,47,39,0,0,31,0,0
"West Virginia","Tucker",2022,59,59,0,0,0,0,0,50,41,34,0,0,59,0,0
"West Virginia","Wood",2022,31,30,1,0,0,0,0,51,45,38,0,0,31,0,0
"Wisconsin","Ashland",2022,31,29,2,0,0,0,0,57,38,35,0,0,27,4,0
"Wisconsin","Brown",2022,31,27,4,0,0,0,0,64,53,37,0,0,0,31,0
"Wisconsin","Dane",2022,31,27,4,0,0,0,0,79,56,38,0,0,0,31,0
"Wisconsin","Dodge",2022,32,28,4,0,0,0,0,80,54,36,1,0,14,17,0
